album_id,album_comments,album_date_created,album_date_released,album_favorites,album_listens,album_title,album_tracks,album_type,artist_name
10180,0,01-10-2011,00-00-0000,0,775,"Live at Cafe OTO, 18 October 2010",1,Live Performance,Chris Forsyth
10182,0,01-10-2011,00-00-0000,1,13156,Solo Dja Kabaco,4,Album,FESTI 40 music festival
10185,0,02-10-2011,00-00-0000,0,826,PRESS RECORD,25,Album,DC9V
10186,2,03-10-2011,04-08-2011,1,4889,"Dust Particles, Volume One",11,Album,Various Artists (Angel Dust Records)
10187,0,03-10-2011,01-10-2011,2,18404,Sleepwalkers Walk Alone,6,Album,Manuele Atzeni
10188,0,03-10-2011,03-10-2011,0,7863,Dans Les Terres,11,Album,Syndrôm
10189,0,03-10-2011,00-00-0000,0,5898,In My House,5,Album,Audio K
10190,0,03-10-2011,00-00-0000,0,907,Ten Thousand Hours,1,unknown,Elliott Sharp
10191,1,04-10-2011,25-08-2011,0,18170,Dub Lab,8,Album,DuBoLoGy
10192,0,04-10-2011,28-09-2011,0,6285,Life is inna riddim,8,Album,Friglob
10193,1,04-10-2011,29-04-2011,2,18104,A thousand furious bees,11,Album,Mister Beep
10194,0,04-10-2011,00-00-0000,0,2176,Urban Assault Vehicle,2,Album,"Joe McPhee with Roy Campbell, Joe Giardullo, Dominic Duval, Mike Bisio, Jay Rosen"
10195,0,04-10-2011,00-00-0000,0,2313,Composition No. 183,1,Album,Anthony Braxton
10196,0,04-10-2011,04-10-2011,1,3262,Directed Numbers [noise],7,unknown,junior85
10198,0,04-10-2011,00-00-0000,5,11637,Don't Let Your Baby Have All the Fun,26,Album,The Sun
10199,0,04-10-2011,00-00-0000,0,1378,Psychedellic Saturday,1,Album,Where the Moon Came From
102,0,26-11-2008,08-01-2009,1,4418,Black Elk,3,Single Tracks,Black Elk
10200,0,04-10-2011,00-00-0000,2,9539,Twin of Pangaea,7,Album,Where the Moon Came From
10201,0,05-10-2011,01-01-1999,0,523,Home cookin',4,Album,Assif Tsahar
10203,0,05-10-2011,01-01-2003,0,428,"Ma, live fondation Miro",4,Album,Assif Tsahar
10204,0,05-10-2011,05-10-2011,0,2686,WHNZ:31:TIWIB,5,Album,Francesco Paolo Addati & Efisio Nicolò Sabiucciu
10205,0,05-10-2011,05-10-2011,0,3092,Geeks and Parasites,6,Album,Kingstux
10207,0,05-10-2011,00-00-0000,0,32885,Ulqutushuy3,15,Album,varios artistas
10208,0,05-10-2011,05-10-2011,2,4726,Club Dirt,10,Album,Phemale
10210,0,06-10-2011,00-00-0000,1,494,Refried Dreams,2,Album,Cheater Slicks
10211,0,06-10-2011,00-00-0000,0,923,Our Food Is Chaos,1,Album,Cheater Slicks
10212,0,06-10-2011,00-00-0000,1,1237,Walk Into the Sea,1,Album,Cheater Slicks
10213,0,06-10-2011,00-00-0000,1,3172,September 2011,10,Album,Clinical Archives Mix
10214,0,06-10-2011,00-00-0000,1,541,Andrew Cyrille & Richard Teitelbaum,1,Album,Andrew Cyrille & Richard Teitelbaum
10215,3,07-10-2011,07-10-2011,1,8328,Heavy Mandolin,10,Album,Ryan Hardy
10216,0,07-10-2011,03-10-2011,0,1448,Bad Panda #102,1,Album,Le Chevalier
10217,2,07-10-2011,21-06-2011,20,146798,Shangri-La (Instrumentals),10,Album,YACHT
10219,0,07-10-2011,00-00-0000,2,24343,Cosmic Conspiracy,6,Album,Starseed
1022,0,04-12-2008,19-07-2005,3,7486,Live at WFMU on Brian Turner's Show on 7/19/2005,8,Radio Program,Afrirampo
10220,0,09-10-2011,04-03-2009,0,6158,Межгалактическaя Прогулка,9,Album,Тиаз Ич
10222,0,10-10-2011,00-00-0000,0,419,Live at Cafe OTO,1,Live Performance,Steve Noble & Frode Gjerstad
10223,0,10-10-2011,10-10-2011,1,5870,Trick Or Treat,2,Album,Lee Rosevere
10224,0,11-10-2011,00-00-0000,0,18398,songs from the sewer,7,Album,cloud mouth
10225,0,11-10-2011,00-00-0000,1,37614,lambs quarters,4,Album,cloud mouth
10226,0,11-10-2011,00-00-0000,0,75569,Noisewaves,6,Album,Noisewaves
10227,0,11-10-2011,07-05-2011,0,657,"Live at Feeding Tube Records May 7, 2011",1,Album,Prana-Bindu
10228,0,11-10-2011,10-10-2011,2,20507,Bad Panda #103,4,Album,Monday Night Fever
10229,0,11-10-2011,07-10-2011,7,10276,"Live at WFMU on The Long Rally With Scott McDowell October 7, 2011",3,Live Performance,Steve Gunn
10230,1,11-10-2011,05-10-2011,1,2659,"Live at WFMU on The Evan ""Funk"" Davies Show October 5, 2011",11,Live Performance,Notekillers
10232,0,12-10-2011,25-10-2011,0,7015,Favorites 02: Eric Copeland,17,Album,Benji Cossa
10233,0,12-10-2011,25-09-2011,0,4435,"Live at WFMU on Gaylord Fields' Show on September 25, 2011",6,Radio Program,Bird of Youth
10234,1,12-10-2011,02-10-2011,0,7284,"Live at WFMU on Beastin' The Airwaves! with Keili on October 2, 2011",11,Radio Program,Jealousy
10235,0,12-10-2011,27-09-2011,1,22793,netBloc Vol. 34: The Whitewash,14,Album,netBloc Artists
10236,0,12-10-2011,11-10-2011,0,1689,"Live at WFMU on Brian Turner's Show on October 11, 2011",4,Radio Program,Dan Melchior und Das Menace
10237,0,12-10-2011,01-10-2011,0,3527,"Live at WFMU on the Cherry Blossom Clinic with Terre T. on October 1, 2011",8,Radio Program,Sorrows
10238,0,12-10-2011,01-10-2011,1,5691,Drums Over London,2,Album,Disco Zombies
10239,0,13-10-2011,11-10-2011,1,5036,Infinity,8,Album,BADLUCK
10242,0,14-10-2011,00-00-0000,3,4636,"Live at WFMU on Talk's Cheap, Oct 13th 2011",8,Album,Asian Women on the Telephone
10247,0,15-10-2011,21-09-2011,0,1753,"Live at CKUT on If You Got Ears, September 21 2011",2,Radio Program,Tonstartssbandht
10248,0,15-10-2011,16-10-2011,1,2931,[ROMB],9,Album,THKAD
10249,2,16-10-2011,00-00-0000,0,8055,entre Mozart et les grands sauriens,10,Album,MOZAURE
10251,0,16-10-2011,00-00-0000,0,406,Live at CKUT on New Shit October 2010,3,Radio Program,Vagina Bison
10252,0,17-10-2011,18-10-2011,0,2990,WHNZ:29:STOMAC,19,Album,Charles Curse
10253,3,18-10-2011,17-10-2011,5,19147,Carbon,13,Album,Global Goon
10254,0,18-10-2011,16-09-2011,0,4197,"Live at WFMU on The Cherry Blossom Clinic with Terre T. October 15, 2011",5,Live Performance,Sloan
10256,0,18-10-2011,00-00-0000,2,44785,Sundowners,8,Album,Austin Leonard Jones
10257,0,18-10-2011,29-09-2011,0,784,"Live at WFMU on Talk's Cheap with Jason Sigal September 29, 2011",2,Live Performance,Fat History Month
10258,0,18-10-2011,29-09-2011,0,3593,"Live at WFMU on Talk's Cheap with Jason Sigal September 29, 2011",8,Live Performance,Kitchen's Floor
10259,0,19-10-2011,17-10-2011,0,12504,Burkina Faso: Festi 40 Unreleased Recordings,0,Album,FESTI 40 music festival
10260,0,19-10-2011,16-10-2011,2,4794,"Live at WFMU on Gaylord Field's Show on October 16, 2011",6,Radio Program,The Olivia Tremor Control
10261,0,19-10-2011,29-09-2011,0,1656,"Live at WFMU on the Three Chord Monte Show with Joe Belock on September 29, 2011",1,Radio Program,Mikal Cronin
10262,0,19-10-2011,00-00-0000,0,16728,"Live on My Castle of Quiet on WFMU, 10.7.2011",15,Album,The Black Twilight Circle - Various Artists
10263,0,19-10-2011,18-10-2011,1,1736,"Live at WFMU on Marty McSorley's Show on October 18, 2011",7,Radio Program,Chapter 24
10264,0,19-10-2011,16-10-2011,0,9257,"Live at WFMU on Beastin' The Airwaves! with Keili on October 16, 2011",15,Radio Program,Starscream
10265,0,19-10-2011,11-10-2011,1,12611,La Continuidad,31,Album,Ada Rave Cuarteto
10266,0,20-10-2011,00-00-0000,0,5035,Rage158,8,Album,Radio Shock
10269,0,21-10-2011,21-10-2011,0,3554,Just Kids,3,Album,Nineteen Eight Eight
10270,0,21-10-2011,21-10-2011,1,5190,Midnight Morning Glory,4,Album,Telegraphy
10272,0,21-10-2011,00-00-0000,0,1568,WFMU Session with Liz B,9,Album,The Polyps
10273,0,22-10-2011,00-00-0000,0,1636,Daevid Loyza is a living Buddha,30,Album,OsO El roTo
10277,0,24-10-2011,00-00-0000,1,11995,Un PIOU PIOU parmi tant d'autres,14,Album,Alaclair Ensemble
10278,0,24-10-2011,00-00-0000,0,47916,Le roé c'est moé,14,Album,Alaclair Ensemble
10279,0,24-10-2011,24-10-2011,0,2741,Vengeance,8,Album,Jacques Cochise
10280,0,24-10-2011,00-00-0000,1,10555,Touladis,12,Album,Alaclair Ensemble
10281,0,24-10-2011,13-01-2009,1,26433,Microhorror Compilation Vol.2,21,Album,Dr. Von Pnok
10282,0,24-10-2011,00-00-0000,0,11455,la colline et la corde,9,Album,L' Amicale du Tigrou
10284,0,24-10-2011,00-00-0000,0,414,Tuv Enuv,3,Album,Mincemeat or Tenspeed
10286,0,24-10-2011,00-00-0000,1,48098,Zombies Ate My Neighbors,8,Album,Dylan Palme
10287,0,24-10-2011,00-00-0000,1,9202,Come Uccidere Una Dancera In Cinque Semplici Passi,5,Album,Mesu Kasumai
10288,0,24-10-2011,00-00-0000,0,2601,Cha-Cha-Cha With The Devil,9,Album,Das Gritli Moser
10290,0,25-10-2011,01-01-2008,1,11724,Hand-Rolled Oblivion,53,Album,Various Artists [mymwly]
10291,0,25-10-2011,24-10-2011,3,8776,Reset All Systems,13,Album,Mastermind XS
10292,2,25-10-2011,00-00-0000,1,17719,FATHER | SON,7,Album,The Kyoto Connection
10293,0,25-10-2011,22-10-2011,0,1269,"Live at WFMU on Terre T's Cherry Blossom Clinic, Oct 22nd 2011",6,Radio Program,Zounds
10294,0,25-10-2011,22-10-2011,1,3899,"Live on Terre T's Cherry Blossom Clinic at WFMU, Oct 22nd 2011",6,Radio Program,Wild Flag
10295,0,25-10-2011,00-00-0000,0,18062,No Headphones Required,33,Album,The Kyoto Connection
10296,0,25-10-2011,18-10-2011,0,840,Random Patterns,1,Album,Köhn
10297,0,25-10-2011,00-00-0000,0,19792,The Second Voyage,10,Album,The Kyoto Connection
10298,0,25-10-2011,22-10-2011,1,11118,The EPs XE,21,Album,Garmisch
10299,1,25-10-2011,10-08-2011,2,35240,Dubious Luxury,18,Album,Mike Doughty
1030,0,04-12-2008,29-07-2006,0,2697,Live at WFMU on Terre T's Show on 7/29/2006,9,Live Performance,The Cynics
10303,0,26-10-2011,00-00-0000,0,2783,Split Tape,4,Album,The Charts
10304,0,26-10-2011,00-00-0000,0,10666,Archers EP,2,Album,Archers
10305,1,26-10-2011,09-10-2011,0,8078,"Live at WFMU on Beastin' The Airwaves with Keili on October 9, 2011",8,Radio Program,The Soft Moon
10306,2,26-10-2011,00-00-0000,0,18829,The First Voyage,9,Album,The Kyoto Connection
10308,0,26-10-2011,03-10-2011,0,3163,"Live at WFMU on Liz Berg's Show on October 3, 2011",9,Radio Program,Bird Names
10309,0,26-10-2011,00-00-0000,0,4854,Waves,40,Album,320320320320
10310,0,26-10-2011,00-00-0000,0,1270,Split Tape,1,Album,Besties
10311,0,26-10-2011,06-10-2011,0,1805,"Live at WFMU on Three Chord Monty with Joe Belock on October 6, 2011",12,Radio Program,Mighty Fine
10312,0,26-10-2011,00-00-0000,0,480,Majic Eyes EP,1,Album,Majic Eyes
10313,0,26-10-2011,01-05-2011,0,2975,Crystal,2,Album,Stan Hubbs
10315,0,27-10-2011,00-00-0000,0,1308,Eggy Tape,2,Album,Mad Nanna
10316,0,28-10-2011,12-08-2011,1,12908,SPIT,6,Album,Sol Rezza
10320,0,28-10-2011,00-00-0000,0,1601,BUFFETINFANTIL,10,Album,Vulnavia Vanity / Ergo Phizmiz
10322,0,29-10-2011,00-00-0000,0,12152,Digest (Revisited),12,Album,Eaters
10323,0,29-10-2011,00-00-0000,0,2223,Club Crunk For Monkeys,6,Album,Kromatic
10324,0,29-10-2011,25-10-2011,1,6916,Renaissance 2011,16,Album,BADLUCK
10326,0,30-10-2011,24-10-2011,0,1649,live at Zebulon 10/24/11,1,Live Performance,Remote Burial
10329,0,30-10-2011,31-10-2011,2,1911,Always On Your Side,18,Album,The Kandis Project
10331,9,31-10-2011,11-02-2010,15,212127,The agency of missing hearts,11,Album,et_
10335,0,31-10-2011,00-00-0000,0,1122,Pulses,1,Album,Jin Hi Kim and Gerry Hemingway
10336,0,31-10-2011,31-10-2007,1,11505,Microhorror Compilation Vol. 1: Part I - The Crypt,9,Album,Dr. Von Pnok
10337,0,31-10-2011,31-10-2007,0,12403,Microhorror Compilation Vol. 1: Part II - The Lab,7,Album,Dr. Von Pnok
10338,0,31-10-2011,00-00-0000,3,52785,Microhorror Compilation Vol. 1: Part III - The Graveyard,15,Album,Dr. Von Pnok
10339,0,31-10-2011,31-10-2011,0,1187,10-23-2011,1,Live Performance,Jason Hodges + MP Lockwood
10341,2,01-11-2011,00-00-0000,1,13870,Very Fragile,10,unknown,Mr. & Mrs. Smith
10342,0,01-11-2011,00-00-0000,1,33457,Killbots EP,5,Album,Blasterhead
10343,0,01-11-2011,27-10-2011,0,5995,In Sectiuni [LCL09],5,Album,Cristi Cons
10344,0,01-11-2011,06-08-2011,1,12690,"Live at WFMU on Transpacific Sound Paradise August 6th, 2011",9,Radio Program,Sexteto Tabalá de Palenque
